"old_path","new_path","sha256_before","sha256_after","size_bytes","category","reason","reference_audit","moved_at","restore_command"
"backend\audit\audit_aktiv_tab.mjs","D:\cursor\Labor\_quarantine\operativ-navigator_260614_cleanup_20260626_201630\backend\audit\audit_aktiv_tab.mjs","CBF4577D0EFE4FCD2A379B7AB88E66EA1832A4393F501B13C94093DB13E4404A","CBF4577D0EFE4FCD2A379B7AB88E66EA1832A4393F501B13C94093DB13E4404A","6298","E_TEST_AUDIT","not served by server.js","no runtime ref","2026-06-26T20:21:20.8691753+02:00","Move-Item 'D:\cursor\Labor\_quarantine\operativ-navigator_260614_cleanup_20260626_201630\backend\audit\audit_aktiv_tab.mjs' 'D:\cursor\operativ-navigator_260614\backend\audit\audit_aktiv_tab.mjs' -Force"
"backend\audit\audit_default_ui_visibility.mjs","D:\cursor\Labor\_quarantine\operativ-navigator_260614_cleanup_20260626_201630\backend\audit\audit_default_ui_visibility.mjs","C8CDC9FB8B0634EA48AEE85BA9B27F9EACEC6EF16AC417849D4FBFAEBFADD04B","C8CDC9FB8B0634EA48AEE85BA9B27F9EACEC6EF16AC417849D4FBFAEBFADD04B","3405","E_TEST_AUDIT","not served by server.js","no runtime ref","2026-06-26T20:21:20.8691753+02:00","Move-Item 'D:\cursor\Labor\_quarantine\operativ-navigator_260614_cleanup_20260626_201630\backend\audit\audit_default_ui_visibility.mjs' 'D:\cursor\operativ-navigator_260614\backend\audit\audit_default_ui_visibility.mjs' -Force"
"backend\audit\audit_kv01_chain.mjs","D:\cursor\Labor\_quarantine\operativ-navigator_260614_cleanup_20260626_201630\backend\audit\audit_kv01_chain.mjs","CAEC468DD330622B813067596C18B36E9AF81CD621FD68C10787DC07A3E45447","CAEC468DD330622B813067596C18B36E9AF81CD621FD68C10787DC07A3E45447","2893","E_TEST_AUDIT","not served by server.js","no runtime ref","2026-06-26T20:21:20.8691753+02:00","Move-Item 'D:\cursor\Labor\_quarantine\operativ-navigator_260614_cleanup_20260626_201630\backend\audit\audit_kv01_chain.mjs' 'D:\cursor\operativ-navigator_260614\backend\audit\audit_kv01_chain.mjs' -Force"
"backend\audit\audit_kv01_desync_root.mjs","D:\cursor\Labor\_quarantine\operativ-navigator_260614_cleanup_20260626_201630\backend\audit\audit_kv01_desync_root.mjs","ED30AA0BB8D364B255217EA6CF4662219C6142BE3DA748E033A405DC25C0085A","ED30AA0BB8D364B255217EA6CF4662219C6142BE3DA748E033A405DC25C0085A","11357","E_TEST_AUDIT","not served by server.js","no runtime ref","2026-06-26T20:21:20.8691753+02:00","Move-Item 'D:\cursor\Labor\_quarantine\operativ-navigator_260614_cleanup_20260626_201630\backend\audit\audit_kv01_desync_root.mjs' 'D:\cursor\operativ-navigator_260614\backend\audit\audit_kv01_desync_root.mjs' -Force"
"backend\audit\audit_kv01_full.mjs","D:\cursor\Labor\_quarantine\operativ-navigator_260614_cleanup_20260626_201630\backend\audit\audit_kv01_full.mjs","D408621D2C60BBDD87D385946A0159467E6B6BC100C42D017147C5E64105724C","D408621D2C60BBDD87D385946A0159467E6B6BC100C42D017147C5E64105724C","5877","E_TEST_AUDIT","not served by server.js","no runtime ref","2026-06-26T20:21:20.8691753+02:00","Move-Item 'D:\cursor\Labor\_quarantine\operativ-navigator_260614_cleanup_20260626_201630\backend\audit\audit_kv01_full.mjs' 'D:\cursor\operativ-navigator_260614\backend\audit\audit_kv01_full.mjs' -Force"
"backend\audit\audit_kv_visibility.mjs","D:\cursor\Labor\_quarantine\operativ-navigator_260614_cleanup_20260626_201630\backend\audit\audit_kv_visibility.mjs","28441EE5BB4C4D093391EBDBA86E0A99D28CF220750FE0DC1B23A00EC6A6AD85","28441EE5BB4C4D093391EBDBA86E0A99D28CF220750FE0DC1B23A00EC6A6AD85","4215","E_TEST_AUDIT","not served by server.js","no runtime ref","2026-06-26T20:21:20.8691753+02:00","Move-Item 'D:\cursor\Labor\_quarantine\operativ-navigator_260614_cleanup_20260626_201630\backend\audit\audit_kv_visibility.mjs' 'D:\cursor\operativ-navigator_260614\backend\audit\audit_kv_visibility.mjs' -Force"
"backend\audit\audit_operative_api.mjs","D:\cursor\Labor\_quarantine\operativ-navigator_260614_cleanup_20260626_201630\backend\audit\audit_operative_api.mjs","B196A46F7144EE2B8BB40073FA8F36EC760B09C91E4634426FFA3196D8C41FF8","B196A46F7144EE2B8BB40073FA8F36EC760B09C91E4634426FFA3196D8C41FF8","9241","E_TEST_AUDIT","not served by server.js","no runtime ref","2026-06-26T20:21:20.8691753+02:00","Move-Item 'D:\cursor\Labor\_quarantine\operativ-navigator_260614_cleanup_20260626_201630\backend\audit\audit_operative_api.mjs' 'D:\cursor\operativ-navigator_260614\backend\audit\audit_operative_api.mjs' -Force"
"backend\audit\audit_operative_coverage.mjs","D:\cursor\Labor\_quarantine\operativ-navigator_260614_cleanup_20260626_201630\backend\audit\audit_operative_coverage.mjs","DDC471804ED9BDD185D475199F57F7F0228655E6808994E4B345980B3C59C525","DDC471804ED9BDD185D475199F57F7F0228655E6808994E4B345980B3C59C525","14145","E_TEST_AUDIT","not served by server.js","no runtime ref","2026-06-26T20:21:20.8691753+02:00","Move-Item 'D:\cursor\Labor\_quarantine\operativ-navigator_260614_cleanup_20260626_201630\backend\audit\audit_operative_coverage.mjs' 'D:\cursor\operativ-navigator_260614\backend\audit\audit_operative_coverage.mjs' -Force"
"backend\audit\audit_operative_live.mjs","D:\cursor\Labor\_quarantine\operativ-navigator_260614_cleanup_20260626_201630\backend\audit\audit_operative_live.mjs","B2FBE40A53C23438083E9A2E6D7A92FEAA7AFB6BF2563552D3A7A1479CF83D2C","B2FBE40A53C23438083E9A2E6D7A92FEAA7AFB6BF2563552D3A7A1479CF83D2C","5012","E_TEST_AUDIT","not served by server.js","no runtime ref","2026-06-26T20:21:20.8691753+02:00","Move-Item 'D:\cursor\Labor\_quarantine\operativ-navigator_260614_cleanup_20260626_201630\backend\audit\audit_operative_live.mjs' 'D:\cursor\operativ-navigator_260614\backend\audit\audit_operative_live.mjs' -Force"
"backend\audit\audit_release_desync.mjs","D:\cursor\Labor\_quarantine\operativ-navigator_260614_cleanup_20260626_201630\backend\audit\audit_release_desync.mjs","BED3B582C1313B6C8839DCDB32A94AD60CB805D72FD7D092731B54E86E15535C","BED3B582C1313B6C8839DCDB32A94AD60CB805D72FD7D092731B54E86E15535C","6019","E_TEST_AUDIT","not served by server.js","no runtime ref","2026-06-26T20:21:20.8691753+02:00","Move-Item 'D:\cursor\Labor\_quarantine\operativ-navigator_260614_cleanup_20260626_201630\backend\audit\audit_release_desync.mjs' 'D:\cursor\operativ-navigator_260614\backend\audit\audit_release_desync.mjs' -Force"
"backend\audit\audit_rent_import_restore.mjs","D:\cursor\Labor\_quarantine\operativ-navigator_260614_cleanup_20260626_201630\backend\audit\audit_rent_import_restore.mjs","3FAA9B66354A9E56793B7A8177AAF869A940390CD86C936B3FC4108E5B4A96CF","3FAA9B66354A9E56793B7A8177AAF869A940390CD86C936B3FC4108E5B4A96CF","8626","E_TEST_AUDIT","not served by server.js","no runtime ref","2026-06-26T20:21:20.8691753+02:00","Move-Item 'D:\cursor\Labor\_quarantine\operativ-navigator_260614_cleanup_20260626_201630\backend\audit\audit_rent_import_restore.mjs' 'D:\cursor\operativ-navigator_260614\backend\audit\audit_rent_import_restore.mjs' -Force"
"backend\audit\capture_rent_0005_proof.mjs","D:\cursor\Labor\_quarantine\operativ-navigator_260614_cleanup_20260626_201630\backend\audit\capture_rent_0005_proof.mjs","3A9FCD9ABFD1394C55791AD46F3D83DF6FE8BB92A6D5E6ADE88E426671F9850C","3A9FCD9ABFD1394C55791AD46F3D83DF6FE8BB92A6D5E6ADE88E426671F9850C","7653","E_TEST_AUDIT","not served by server.js","no runtime ref","2026-06-26T20:21:20.8691753+02:00","Move-Item 'D:\cursor\Labor\_quarantine\operativ-navigator_260614_cleanup_20260626_201630\backend\audit\capture_rent_0005_proof.mjs' 'D:\cursor\operativ-navigator_260614\backend\audit\capture_rent_0005_proof.mjs' -Force"
"backend\audit\probe_layout_heights.mjs","D:\cursor\Labor\_quarantine\operativ-navigator_260614_cleanup_20260626_201630\backend\audit\probe_layout_heights.mjs","F2932A2B85232FB18BE2BFF479DC411A3688DA9EDEE3819563981A020CE4B37C","F2932A2B85232FB18BE2BFF479DC411A3688DA9EDEE3819563981A020CE4B37C","1515","E_TEST_AUDIT","not served by server.js","no runtime ref","2026-06-26T20:21:20.8691753+02:00","Move-Item 'D:\cursor\Labor\_quarantine\operativ-navigator_260614_cleanup_20260626_201630\backend\audit\probe_layout_heights.mjs' 'D:\cursor\operativ-navigator_260614\backend\audit\probe_layout_heights.mjs' -Force"
"backend\audit\probe_layout_viewports.mjs","D:\cursor\Labor\_quarantine\operativ-navigator_260614_cleanup_20260626_201630\backend\audit\probe_layout_viewports.mjs","08CE0C422CA65AC48AC95C7EA53DDD9A66949925EAF6F2BEFE4340B9CC4F7C7E","08CE0C422CA65AC48AC95C7EA53DDD9A66949925EAF6F2BEFE4340B9CC4F7C7E","1909","E_TEST_AUDIT","not served by server.js","no runtime ref","2026-06-26T20:21:20.8691753+02:00","Move-Item 'D:\cursor\Labor\_quarantine\operativ-navigator_260614_cleanup_20260626_201630\backend\audit\probe_layout_viewports.mjs' 'D:\cursor\operativ-navigator_260614\backend\audit\probe_layout_viewports.mjs' -Force"
"backend\audit\test_calendar_grid.mjs","D:\cursor\Labor\_quarantine\operativ-navigator_260614_cleanup_20260626_201630\backend\audit\test_calendar_grid.mjs","2B215042D601D57F482043F2EE21C5E766001A1844B7AAB0C9547EE0D4D6EFA5","2B215042D601D57F482043F2EE21C5E766001A1844B7AAB0C9547EE0D4D6EFA5","3598","E_TEST_AUDIT","not served by server.js","no runtime ref","2026-06-26T20:21:20.8691753+02:00","Move-Item 'D:\cursor\Labor\_quarantine\operativ-navigator_260614_cleanup_20260626_201630\backend\audit\test_calendar_grid.mjs' 'D:\cursor\operativ-navigator_260614\backend\audit\test_calendar_grid.mjs' -Force"
"backend\audit\test_data_mgmt_menu.mjs","D:\cursor\Labor\_quarantine\operativ-navigator_260614_cleanup_20260626_201630\backend\audit\test_data_mgmt_menu.mjs","C7B39DD9E91105837BFC193588343AE6697B9B88818603F224CE11BBA15BF294","C7B39DD9E91105837BFC193588343AE6697B9B88818603F224CE11BBA15BF294","1948","E_TEST_AUDIT","not served by server.js","no runtime ref","2026-06-26T20:21:20.8691753+02:00","Move-Item 'D:\cursor\Labor\_quarantine\operativ-navigator_260614_cleanup_20260626_201630\backend\audit\test_data_mgmt_menu.mjs' 'D:\cursor\operativ-navigator_260614\backend\audit\test_data_mgmt_menu.mjs' -Force"
"backend\audit\test_map_basemap_screenshots.mjs","D:\cursor\Labor\_quarantine\operativ-navigator_260614_cleanup_20260626_201630\backend\audit\test_map_basemap_screenshots.mjs","8760F147D76B87F6AE5A339065E171C5541AC77073868EA0B39C7ADAB862CA7C","8760F147D76B87F6AE5A339065E171C5541AC77073868EA0B39C7ADAB862CA7C","2418","E_TEST_AUDIT","not served by server.js","no runtime ref","2026-06-26T20:21:20.8691753+02:00","Move-Item 'D:\cursor\Labor\_quarantine\operativ-navigator_260614_cleanup_20260626_201630\backend\audit\test_map_basemap_screenshots.mjs' 'D:\cursor\operativ-navigator_260614\backend\audit\test_map_basemap_screenshots.mjs' -Force"
"backend\audit\test_marker_ux_v3.mjs","D:\cursor\Labor\_quarantine\operativ-navigator_260614_cleanup_20260626_201630\backend\audit\test_marker_ux_v3.mjs","8D3EF30A8770ABC5C3D1212388AC385AD19E8F62F74FA87BB4E99CA07C1D236C","8D3EF30A8770ABC5C3D1212388AC385AD19E8F62F74FA87BB4E99CA07C1D236C","7261","E_TEST_AUDIT","not served by server.js","no runtime ref","2026-06-26T20:21:20.8691753+02:00","Move-Item 'D:\cursor\Labor\_quarantine\operativ-navigator_260614_cleanup_20260626_201630\backend\audit\test_marker_ux_v3.mjs' 'D:\cursor\operativ-navigator_260614\backend\audit\test_marker_ux_v3.mjs' -Force"
"backend\audit\test_rent_admin_audit_v3.mjs","D:\cursor\Labor\_quarantine\operativ-navigator_260614_cleanup_20260626_201630\backend\audit\test_rent_admin_audit_v3.mjs","21C921983D566AE5F8CF6C149E883C4EE56DE50AFCA6CE35C7B93AFC3161B9A5","21C921983D566AE5F8CF6C149E883C4EE56DE50AFCA6CE35C7B93AFC3161B9A5","8567","E_TEST_AUDIT","not served by server.js","no runtime ref","2026-06-26T20:21:20.8691753+02:00","Move-Item 'D:\cursor\Labor\_quarantine\operativ-navigator_260614_cleanup_20260626_201630\backend\audit\test_rent_admin_audit_v3.mjs' 'D:\cursor\operativ-navigator_260614\backend\audit\test_rent_admin_audit_v3.mjs' -Force"
"backend\audit\test_rent_admin_config_stability_audit.mjs","D:\cursor\Labor\_quarantine\operativ-navigator_260614_cleanup_20260626_201630\backend\audit\test_rent_admin_config_stability_audit.mjs","8D5B3E075AD0FBFE4311164DAC5A4E2472F8BA418E2404FA3328D6CAFB76AAC1","8D5B3E075AD0FBFE4311164DAC5A4E2472F8BA418E2404FA3328D6CAFB76AAC1","11619","E_TEST_AUDIT","not served by server.js","no runtime ref","2026-06-26T20:21:20.8691753+02:00","Move-Item 'D:\cursor\Labor\_quarantine\operativ-navigator_260614_cleanup_20260626_201630\backend\audit\test_rent_admin_config_stability_audit.mjs' 'D:\cursor\operativ-navigator_260614\backend\audit\test_rent_admin_config_stability_audit.mjs' -Force"
"backend\audit\test_rent_admin_regression_config.mjs","D:\cursor\Labor\_quarantine\operativ-navigator_260614_cleanup_20260626_201630\backend\audit\test_rent_admin_regression_config.mjs","96ED364C0E34CE00AFA2FB9E537302E8D6535F323ADAF8642B741CB6BB66063F","96ED364C0E34CE00AFA2FB9E537302E8D6535F323ADAF8642B741CB6BB66063F","5680","E_TEST_AUDIT","not served by server.js","no runtime ref","2026-06-26T20:21:20.8691753+02:00","Move-Item 'D:\cursor\Labor\_quarantine\operativ-navigator_260614_cleanup_20260626_201630\backend\audit\test_rent_admin_regression_config.mjs' 'D:\cursor\operativ-navigator_260614\backend\audit\test_rent_admin_regression_config.mjs' -Force"
"backend\audit\test_rent_admin_stabil.mjs","D:\cursor\Labor\_quarantine\operativ-navigator_260614_cleanup_20260626_201630\backend\audit\test_rent_admin_stabil.mjs","D83E6323AB6DDEF1AC190B529784DACD0C1F8FF5ABF88438589D0F32C1160ABD","D83E6323AB6DDEF1AC190B529784DACD0C1F8FF5ABF88438589D0F32C1160ABD","4774","E_TEST_AUDIT","not served by server.js","no runtime ref","2026-06-26T20:21:20.8691753+02:00","Move-Item 'D:\cursor\Labor\_quarantine\operativ-navigator_260614_cleanup_20260626_201630\backend\audit\test_rent_admin_stabil.mjs' 'D:\cursor\operativ-navigator_260614\backend\audit\test_rent_admin_stabil.mjs' -Force"
"backend\audit\test_rent_csv_export_debug.mjs","D:\cursor\Labor\_quarantine\operativ-navigator_260614_cleanup_20260626_201630\backend\audit\test_rent_csv_export_debug.mjs","6843757AD7BDB92598CAD0138019EF4E75092B6C95FCEC16885716B473EBCAED","6843757AD7BDB92598CAD0138019EF4E75092B6C95FCEC16885716B473EBCAED","6915","E_TEST_AUDIT","not served by server.js","no runtime ref","2026-06-26T20:21:20.8691753+02:00","Move-Item 'D:\cursor\Labor\_quarantine\operativ-navigator_260614_cleanup_20260626_201630\backend\audit\test_rent_csv_export_debug.mjs' 'D:\cursor\operativ-navigator_260614\backend\audit\test_rent_csv_export_debug.mjs' -Force"
"backend\audit\test_rent_import.mjs","D:\cursor\Labor\_quarantine\operativ-navigator_260614_cleanup_20260626_201630\backend\audit\test_rent_import.mjs","943C9531B1A2E6A6B0582EBBD623B44CF4345D5CF098AAFAFC11A43533579EBC","943C9531B1A2E6A6B0582EBBD623B44CF4345D5CF098AAFAFC11A43533579EBC","4922","E_TEST_AUDIT","not served by server.js","no runtime ref","2026-06-26T20:21:20.8691753+02:00","Move-Item 'D:\cursor\Labor\_quarantine\operativ-navigator_260614_cleanup_20260626_201630\backend\audit\test_rent_import.mjs' 'D:\cursor\operativ-navigator_260614\backend\audit\test_rent_import.mjs' -Force"
"backend\audit\test_right_panel_compact.mjs","D:\cursor\Labor\_quarantine\operativ-navigator_260614_cleanup_20260626_201630\backend\audit\test_right_panel_compact.mjs","C50DAB5F0EA682D44BBA3D613BC5F5485444CCBBF0C55F1AC1DC0C6B8C0FF0C8","C50DAB5F0EA682D44BBA3D613BC5F5485444CCBBF0C55F1AC1DC0C6B8C0FF0C8","5703","E_TEST_AUDIT","not served by server.js","no runtime ref","2026-06-26T20:21:20.8691753+02:00","Move-Item 'D:\cursor\Labor\_quarantine\operativ-navigator_260614_cleanup_20260626_201630\backend\audit\test_right_panel_compact.mjs' 'D:\cursor\operativ-navigator_260614\backend\audit\test_right_panel_compact.mjs' -Force"
"backend\audit\verify_canonical_open_trips.mjs","D:\cursor\Labor\_quarantine\operativ-navigator_260614_cleanup_20260626_201630\backend\audit\verify_canonical_open_trips.mjs","94754589085F2F24888E635375AA8A86BEC392A97F59D117824262364D22AD02","94754589085F2F24888E635375AA8A86BEC392A97F59D117824262364D22AD02","6179","E_TEST_AUDIT","not served by server.js","no runtime ref","2026-06-26T20:21:20.8691753+02:00","Move-Item 'D:\cursor\Labor\_quarantine\operativ-navigator_260614_cleanup_20260626_201630\backend\audit\verify_canonical_open_trips.mjs' 'D:\cursor\operativ-navigator_260614\backend\audit\verify_canonical_open_trips.mjs' -Force"
"backend\audit\verify_csv_exports.mjs","D:\cursor\Labor\_quarantine\operativ-navigator_260614_cleanup_20260626_201630\backend\audit\verify_csv_exports.mjs","B3C7C4E6DCC2949CC1356C82118139623E073703E8733E1BCAFD3AE0EEE8BC0D","B3C7C4E6DCC2949CC1356C82118139623E073703E8733E1BCAFD3AE0EEE8BC0D","5927","E_TEST_AUDIT","not served by server.js","no runtime ref","2026-06-26T20:21:20.8691753+02:00","Move-Item 'D:\cursor\Labor\_quarantine\operativ-navigator_260614_cleanup_20260626_201630\backend\audit\verify_csv_exports.mjs' 'D:\cursor\operativ-navigator_260614\backend\audit\verify_csv_exports.mjs' -Force"
"backend\audit\verify_layout_shifts.mjs","D:\cursor\Labor\_quarantine\operativ-navigator_260614_cleanup_20260626_201630\backend\audit\verify_layout_shifts.mjs","26F01271799958FDA10D9A275C39DB6EA6BAB1AEB2E4AFB541BBDDCC177E3471","26F01271799958FDA10D9A275C39DB6EA6BAB1AEB2E4AFB541BBDDCC177E3471","6415","E_TEST_AUDIT","not served by server.js","no runtime ref","2026-06-26T20:21:20.8691753+02:00","Move-Item 'D:\cursor\Labor\_quarantine\operativ-navigator_260614_cleanup_20260626_201630\backend\audit\verify_layout_shifts.mjs' 'D:\cursor\operativ-navigator_260614\backend\audit\verify_layout_shifts.mjs' -Force"
"backend\audit\verify_operative_vehicles.mjs","D:\cursor\Labor\_quarantine\operativ-navigator_260614_cleanup_20260626_201630\backend\audit\verify_operative_vehicles.mjs","25F0C04C1D56AD94F3D5B6DBE17AAF5757597878DF1A21ABA9566073E5E2AC0B","25F0C04C1D56AD94F3D5B6DBE17AAF5757597878DF1A21ABA9566073E5E2AC0B","3082","E_TEST_AUDIT","not served by server.js","no runtime ref","2026-06-26T20:21:20.8691753+02:00","Move-Item 'D:\cursor\Labor\_quarantine\operativ-navigator_260614_cleanup_20260626_201630\backend\audit\verify_operative_vehicles.mjs' 'D:\cursor\operativ-navigator_260614\backend\audit\verify_operative_vehicles.mjs' -Force"
"backend\audit\verify_shifts_tab_ops.mjs","D:\cursor\Labor\_quarantine\operativ-navigator_260614_cleanup_20260626_201630\backend\audit\verify_shifts_tab_ops.mjs","4AA52955609A561DE1C7C5C5C97D9A45EB84697AC0F5602AE0633371DADCE8F4","4AA52955609A561DE1C7C5C5C97D9A45EB84697AC0F5602AE0633371DADCE8F4","4420","E_TEST_AUDIT","not served by server.js","no runtime ref","2026-06-26T20:21:20.8691753+02:00","Move-Item 'D:\cursor\Labor\_quarantine\operativ-navigator_260614_cleanup_20260626_201630\backend\audit\verify_shifts_tab_ops.mjs' 'D:\cursor\operativ-navigator_260614\backend\audit\verify_shifts_tab_ops.mjs' -Force"
"backend\audit\verify_t4_ui_reorg.mjs","D:\cursor\Labor\_quarantine\operativ-navigator_260614_cleanup_20260626_201630\backend\audit\verify_t4_ui_reorg.mjs","29BA531FF4B460A27D6953846CDCD0C25EF6F60DC22E6F6B5580ED88B1DCD66C","29BA531FF4B460A27D6953846CDCD0C25EF6F60DC22E6F6B5580ED88B1DCD66C","11270","E_TEST_AUDIT","not served by server.js","no runtime ref","2026-06-26T20:21:20.8691753+02:00","Move-Item 'D:\cursor\Labor\_quarantine\operativ-navigator_260614_cleanup_20260626_201630\backend\audit\verify_t4_ui_reorg.mjs' 'D:\cursor\operativ-navigator_260614\backend\audit\verify_t4_ui_reorg.mjs' -Force"
"backend\test-output\audit_338_route.png","D:\cursor\Labor\_quarantine\operativ-navigator_260614_cleanup_20260626_201630\backend\test-output\audit_338_route.png","B9CF115D8078036177482871B4567BB8B13492EB48E98ED911573F3ECEBC517F","B9CF115D8078036177482871B4567BB8B13492EB48E98ED911573F3ECEBC517F","1140534","H_TEMP_OUTPUT","not served by server.js","no runtime ref","2026-06-26T20:21:20.8691753+02:00","Move-Item 'D:\cursor\Labor\_quarantine\operativ-navigator_260614_cleanup_20260626_201630\backend\test-output\audit_338_route.png' 'D:\cursor\operativ-navigator_260614\backend\test-output\audit_338_route.png' -Force"
"backend\test-output\audit_street_search.mjs","D:\cursor\Labor\_quarantine\operativ-navigator_260614_cleanup_20260626_201630\backend\test-output\audit_street_search.mjs","7CB86D5DE0407DA05E8EFBD5C4D0F2B56CF450867765B3A84B082C7756A858AC","7CB86D5DE0407DA05E8EFBD5C4D0F2B56CF450867765B3A84B082C7756A858AC","5203","H_TEMP_OUTPUT","not served by server.js","no runtime ref","2026-06-26T20:21:20.8691753+02:00","Move-Item 'D:\cursor\Labor\_quarantine\operativ-navigator_260614_cleanup_20260626_201630\backend\test-output\audit_street_search.mjs' 'D:\cursor\operativ-navigator_260614\backend\test-output\audit_street_search.mjs' -Force"
"backend\test-output\audit_trip_maradvanyok.mjs","D:\cursor\Labor\_quarantine\operativ-navigator_260614_cleanup_20260626_201630\backend\test-output\audit_trip_maradvanyok.mjs","5DDDB4FADAD2AC38EBF8E2973DB4EA40F00B5729312827716D334D391FC46522","5DDDB4FADAD2AC38EBF8E2973DB4EA40F00B5729312827716D334D391FC46522","4412","H_TEMP_OUTPUT","not served by server.js","no runtime ref","2026-06-26T20:21:20.8691753+02:00","Move-Item 'D:\cursor\Labor\_quarantine\operativ-navigator_260614_cleanup_20260626_201630\backend\test-output\audit_trip_maradvanyok.mjs' 'D:\cursor\operativ-navigator_260614\backend\test-output\audit_trip_maradvanyok.mjs' -Force"
"backend\test-output\calendar_debug.png","D:\cursor\Labor\_quarantine\operativ-navigator_260614_cleanup_20260626_201630\backend\test-output\calendar_debug.png","353E99EEDB75DBCE381E7B41BBF2215C756032457B308F58621536A286726535","353E99EEDB75DBCE381E7B41BBF2215C756032457B308F58621536A286726535","1311900","H_TEMP_OUTPUT","not served by server.js","no runtime ref","2026-06-26T20:21:20.8691753+02:00","Move-Item 'D:\cursor\Labor\_quarantine\operativ-navigator_260614_cleanup_20260626_201630\backend\test-output\calendar_debug.png' 'D:\cursor\operativ-navigator_260614\backend\test-output\calendar_debug.png' -Force"
"backend\test-output\config_stability_audit.json","D:\cursor\Labor\_quarantine\operativ-navigator_260614_cleanup_20260626_201630\backend\test-output\config_stability_audit.json","07630EAA7D4FB6696E4C7658FF5AB729C61BE7D07C888856E0301D0E117C7B61","07630EAA7D4FB6696E4C7658FF5AB729C61BE7D07C888856E0301D0E117C7B61","20149","H_TEMP_OUTPUT","not served by server.js","no runtime ref","2026-06-26T20:21:20.8691753+02:00","Move-Item 'D:\cursor\Labor\_quarantine\operativ-navigator_260614_cleanup_20260626_201630\backend\test-output\config_stability_audit.json' 'D:\cursor\operativ-navigator_260614\backend\test-output\config_stability_audit.json' -Force"
